references,language,eng_caption,image_id
Kamwĩlĩtu kamwe kaĩ na ngũa ndune kaĩ na kĩng'ee kya kũkũna.,kam_Latn,A little girl in a pink shirt takes a swing at a t-ball .,3631671718_d712821757.jpg
Àwọn ọmọbìnrin méjì tí wọ́n ní irun dúdú wà nínú ọ̀pọ̀ èrò .,yor_Latn,Two dark haired girls are in a crowd .,2339106348_2df90aa6a9.jpg
Kanbele dɔ y'a ka filɛli kɛ ni kamera ye,dyu_Latn,A young girl steadies her aim with a camera,1107471216_4336c9b328.jpg
Mũndũũme ũmwe aũngye kĩw'ũnĩ vakuvĩ na mũtavo.,kam_Latn,A man is standing in water near a waterfall .,1357724865_4faf4e1418.jpg
Mũndũ mũka wĩ na boa mũtune avika vandũ vaĩ na mavia ma kũthambĩa.,kam_Latn,A woman with a pink boa walks down a sidewalk .,635444010_bd81c89ab7.jpg
Inkota iya langi ilingi iyalalwa ne mbwa umushaba ne nsalu mu cikoti ca kofi.,bem_Latn,A multicolor cat fighting with a black and brown dog in a red collar .,97406261_5eea044056.jpg
Nwanyị nwere ihu na-ese ihe na-amụmụ ọnụ ọchị .,ibo_Latn,A woman with a painted face smiling .,3503624011_733d745d5a.jpg
Imbwa yafiita ne mbwa yabuuta bali panja balesefya ne cikwato ca kukunkusha.,bem_Latn,A black dog and a white dog are outside playing with a pull toy .,237547381_aa17c805e0.jpg
ቢጫ የፀሐይ ባርኔጣ የተለበጠች ሴት ልጅ ገመድ ላይ ተሰቅላለች .,amh_Ethi,A girl in a yellow sun hat is hanging on ropes .,514222303_cb98584536.jpg
Abasajja basatu akamwenyumwenyu nga bambadde emijoozi egya langi ez'enjawulo .,lug_Latn,Three smiling men in brightly-colored shirts .,3091916691_b1c96669c6.jpg
Nkento mosi ya me lwata velo ya mbwaki ke tambula na velo ya mbwaki mpi ya mbwaki.,kon_Latn,A woman in purple is on a purple bike wearing a blue and red helmet .,3339586622_a7676b30e1.jpg
Andũ amwe masyaanĩw'e nĩ ũndũ ũmwe.,kam_Latn,A group of boys pose for a picture .,2211593099_4a4f1c85d2.jpg
Kuje ɗiɗi ɗon haɓana dow leɗɗe.,fuv_Latn,Two dogs fight on the grass .,2869491449_1041485a6b.jpg
Omusajja alina ebirwadde ng'atudde ku ntebe ng'ayambadde jaketi ey'ebyoya n'enkuufiira .,lug_Latn,A bearded man is sitting on a bench wearing a fur lined jacket and hat .,942399470_6132d3e5d2.jpg
Wulu belebeleba dɔ be tɛmɛ tunɛli la.,dyu_Latn,a brown dog runs through a orange tunnel .,3025315215_a5d367971a.jpg
Muntu ne muana mu kayak mushipu,lua_Latn,Man and child in yellow kayak,1028205764_7e8df9a2ea.jpg
Mũndũũme ũsu aĩ na kĩng'ee kya kũkũna mũtwe na andũ angĩ ma mũika maĩ ĩtina.,kam_Latn,Young man in a headband with other young people in background .,483039719_75181b2726.jpg
Crane enjeru enoonya emmere mu mazzi .,lug_Latn,A white crane looks for food in the water .,3700554247_9824ae6f3a.jpg
Mulume ne mukaji bavua ne mansu a ku dîba bavua benza mudimu bua kuangata foto.,lua_Latn,Man and woman wearing sunglasses posing for picture .,271660510_dd4ba34b35.jpg
ሁለት ወጣት ሴቶች በሬድ ቡል መኪና አጠገብ ቆመዋል .,amh_Ethi,Two young women stand by a Red Bull car .,2660480624_45f88b3022.jpg
Moto oyo alati ekoti abandi komata na patinage na ngomba moko ya balabala .,lin_Latn,A person wearing a helmet begins to ride a skateboard down a street hill .,2863180332_372510aa49.jpg
Gooto suka ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,One boy is running and pushing another little boy on a toy with wheels on it .,2466093839_33bbc8cbd9.jpg
otu nwoke na otu nwanyị na - ese foto.,ibo_Latn,a man and a woman posing for a picture .,3084011664_76d37c6559.jpg
አንድ ትልቅ ጥቁርና ነጭ ውሻ የሚያጉረቆርም ትንሽ ነጭና ጥቁር ውሻ እየላሰ ነው .,amh_Ethi,A large black and white dog is licking a smaller white and black dog who is growling .,649596742_5ba84ce946.jpg
Raan cï skateboard looi kë ye looi në rämpuɔ̈u de tiim tɛ̈wën ye kɔc ye tïŋ thïn.,dik_Latn,A skateboarder does a trick off a wooden ramp as spectators watch .,3344632789_af90d54746.jpg
Mbua udi ukuma muana wa mukoko wa mbuabu.,lua_Latn,A dog bites another dog 's neck .,3656906086_7034f69ab6.jpg
bambwa zole kebula,kon_Latn,two dogs playing,252802010_3d47bee500.jpg
Muana udi udia ice hockey,lua_Latn,A child is playing ice hockey,494921598_af73bda568.jpg
Ọkùnrin àti obìnrin kan máa ń fọ́ fọ́n .,yor_Latn,A man and woman blow bubbles .,197142902_f05ff198c2.jpg
Bantu zole vandaka kutekita banti ya tiya ntangu bo vandaka na ntoto ya zelo na zelo.,kon_Latn,Two people are twirling fire sticks whilst standing on the sand .,3209620285_edfc479392.jpg
Muthu ua kuata mbolo ni mbolo ia zele ia mu zonda mu njila.,kmb_Latn,Person holding a Frisbee with a white dog jumping for it on a road .,2164363131_6930455d45.jpg
Mũndũ mũka ũmwe wĩ ngũa nzeo na mũtune e na ngũa sya tenisi.,kam_Latn,Woman playing tennis in a bright orange outfit .,3423225860_16e26eef74.jpg
"Muhatu ua zuata futebololo ia xika, ua kuata o mutelembe ua kutokuesa",kmb_Latn,A woman in a striped hoodie holds a camera on a beach,2938316391_97382d14aa.jpg
Dog rou ye riŋ në mïïth kɔ̈k yiic.,dik_Latn,Two dogs running in the dirt .,3406802138_ef77bbddd0.jpg
Aqjun aberkan d aqjun azeggaɣ i d-yetteddu gar-asen deg teftist.,kab_Latn,A black dog and tan dog run towards each other on a beach .,524282699_71e678a6bd.jpg
Groot wit hond spring in die lug om 'n swart en wit sokkerbal te vang.,afr_Latn,Large white dog jumps in the air to catch a black and white soccer ball .,224702242_a62aaa6dff.jpg
Moto oyo atambwisaka velo na rampe .,lin_Latn,A bike rider on a ramp .,3181409177_edb09c2718.jpg
Imbwa shibili sha golden shiiminine pa cisebele ca matanda.,bem_Latn,Two golden dogs are standing on a wooden patio .,2938120171_970564e3d8.jpg
"Mɔgɔ saba tun be sirinin na ni ɲɛdafin finman ye "" Salvar O Planeta "" tagamasiɲɛ gɛrɛfɛ.",dyu_Latn,"Three people wearing black blindfolds near a "" Salvar O Planeta "" sign .",3222749441_3bdfe088e3.jpg
Mwana moko ya ntaba azali komata na porte moko ya moke .,lin_Latn,A kid climbs through a small door .,2759089516_cbb993cb92.jpg
Yaro yana kama kifi daga kogi yayin da yarinya take taimako .,hau_Latn,A young boy catches a fish from a stream while a young girl helps .,1984936420_3f3102132b.jpg
foto closeup tiŋ cï nyin deŋ tääu nhom në kë ye looi në luɔɔi de käke,dik_Latn,a closeup photo of a woman with sunglasses on her head at an art show,3478591390_b526580644.jpg
Karen fari da baƙi yana tsallake cikin sama yana ƙoƙarin ya kama ƙwallon teni .,hau_Latn,A white and black dog is jumping in the air trying to catch a tennis ball .,2813033949_e19fa08805.jpg
Bantu ya maswa ke nwanaka.,kon_Latn,The group of boats races each other .,3668518431_43abb169eb.jpg
"Otu nwoke yi uwe elu nke na - ekwu ""Gigolo "" guzo n'ebe dị n'ihu oche na azụ ya na igwefoto.",ibo_Latn,"A man wearing a shirt that says "" Gigolo "" is standing at a front desk area with his back to the camera .",2697909987_128f11d1b7.jpg
Mutu umwe eji kulumuka ku chihela chakusoloka.,cjk_Latn,A man climbs a sheer cliff face .,219843859_94b6d0a580.jpg
አንዲት ትንሽ ልጅ ከዛፍ ጋር ከተያያዘ ሽቅብ ላይ ተንጠልጥላ ትሰቅላለች ።,amh_Ethi,A little girl is hanging upside down from a swing attached to a tree .,510510783_b2cf5d57bb.jpg
Umugabo wambaye imyenda y'umutuku yaguye ku musozi,kin_Latn,A person in red pants skis down a mountain .,3225998968_ef786d86e0.jpg
Cɛ dɔ tun be kayak sanman dɔ kɔnɔ ka to ka kurun ta jii kɔnɔ.,dyu_Latn,One man in a green kayak paddling through the water .,3598447435_f66cd10bd6.jpg
Nwatakịrị nwanyị nwere ntutu isi na-acha odo odo na anya na-acha anụnụ anụnụ na-eri kuki .,ibo_Latn,A little girl with blonde hair and blue eyes is eating cookies .,2640153227_57cf1a3d92.jpg
Nwa agbọghọ na-awụlikwa elu site na swing .,ibo_Latn,Young girl jumping off a swing .,2759596272_e0ce0a965a.jpg
Ekibinja ky'abantu nga bayimiridde okwetooloola omuliro omumyufu .,lug_Latn,A group of people are standing around a red firetruck .,3432656291_a6c7981f6e.jpg
Ụmụ okorobịa abụọ nwere ogologo ntutu guzo n'ihu windo .,ibo_Latn,Two guys with long hair standing in front of a window .,3254662117_b2e7dede6e.jpg
Abana babili baleya mu cishima mu mupaki wa menshi.,bem_Latn,Two kids playing in a fountain at a water park .,1259936608_e3f0064f23.jpg
Ŋutsua le nu wɔm le snowoƒua dzi le yame.,ewe_Latn,The man is performing a trick on a snowboard high in the air .,1383698008_8ac53ed7ec.jpg
Aqjun aberkan yesɛa amur ɣef tẓani.,kab_Latn,A black dog carries a toy on the grass .,2519594430_551225e5bd.jpg
Kuje ɗiɗi ɗe ɗon mbaroya ɗon njogge nder gese haa daande leɗɗe.,fuv_Latn,Two tan dogs run along a field at the edge of a woods .,324355356_859988a710.jpg
"Nsongakaji eu udi udia pa tshintu tshidi ne tshionji, tshikese, tshitshile ne tshia buluu.",lua_Latn,"This girl is playing on an object which is yellow , green , red , and blue .",2431832075_00aa1a4457.jpg
Cɛɛ dɔ b' a ka baara yira jama la.,dyu_Latn,A man demonstrates his product to an audience .,3416091866_a96003d652.jpg
Raan ë loi kë ye looi në skateboard de kɔc nhïïm.,dik_Latn,A man does a trick on his skateboard in front of a crowd .,3692892751_f6574e2700.jpg
Tlata n teqcicin i gganen ɣef tẓegwa.,kab_Latn,Three little girls are sitting on the grass .,368954110_821ccf005c.jpg
Umuntu umo uwaleenda mu tanki ya busana alofishe pa ncinga ya BMX iyabuuta.,bem_Latn,A man in a white tank hits a jump with his red BMX bicycle .,3590294974_4ef98f013e.jpg
Kamwana kaĩ na kĩkonde kya kyũma mũtwe.,kam_Latn,A boy with a metal colander on his head .,2423292784_166ee54e0b.jpg
Muhatu ua kexile mu zuata kizuatu kia kusuka ua kexile mu lenga mu kikoka.,kmb_Latn,A woman in a yellow shirt running on a track .,3579842996_3a62ec1bc7.jpg
አንድ አሸዋማ ቀለም ያለው ውሻ ከካሜራው ጋር ተያይዟል ፤ ከዚያም ከታች እየጎተተ ወደ ካሜራው ይሄዳል ።,amh_Ethi,A sandy colored dog walking toward the camera with its leash attached and dragging below .,3259694057_fae7484b0a.jpg
"Waliwo omusajja akozesa ekyuma kya ATM , ng'omusajja yeebase ku ttaka okuliraana ye .",lug_Latn,"There is a man using an ATM machine , while a man sleeps on the ground next to him .",948196883_e190a483b1.jpg
Kɔc ke mïth aa thɔ̈r kek pal.,dik_Latn,Children play fight with swords .,494907021_321e82877a.jpg
Babban karnuka mai kauri yana tsallake bisa ƙaramin karnuka baƙi .,hau_Latn,Large brown dog is jumping over a smaller black dog .,2862469183_a4334b904a.jpg
Umukinnyi w'umupira w'amaguru yashyize hanze umupira w'amaguru ku mbwa y'ubururu,kin_Latn,A man holding out a deflated soccer ball to a grey dog .,501650847_b0beba926c.jpg
Ha aɖe nɔ gbeadzi le xɔ me.,ewe_Latn,A band playing in a dark indoor area .,3274691778_94bb57bba3.jpg
ሁለት ሰዎች በስኬት ቦርዶች ላይ ፤ አንዱ ብርቱካን የራስ ቁር አለው ።,amh_Ethi,"Two men on skateboards , and one has an orange helmet .",2866696346_4dcccbd3a5.jpg
Tumba yatwama mu musoko umwe.,cjk_Latn,Family standing in a small village .,3501083764_cf592292a6.jpg
"Moto oyo azali na velo, azali kokende na mpɛpɔ.",lin_Latn,A person on a bike get airborne .,3566111626_9a35a7b2c0.jpg
Dog kaarou aye riŋ në piiny.,dik_Latn,Two dogs are running through the surf .,1689658980_0074d81d28.jpg
Mwana moko alati ekɔti ya motane oyo esalemi lokola lobɔkɔ.,lin_Latn,A child is wearing a red hat shaped like a hand .,3096163135_584901a5ae.jpg
Ɛer n yifellaḥen yettɛeddun ɣef udrar yeččuṛen d afellaḥ.,kab_Latn,Four skiers walking up a snow covered hill .,1472882567_33dc14c8b6.jpg
Muntu wa ku snowboard udi wenza tshilema.,lua_Latn,A snowboarder performing a trick .,3407584080_c6abf71ae3.jpg
Ɓiɗɗo sukaajo ɗon jippa nder maayo.,fuv_Latn,A young boy jumping into a lake .,2138487671_5b89104043.jpg
Motocross ɗon waɗa jabbol nder yahugo yeeso yimɓe.,fuv_Latn,The motocross bike is doing a jump in the air in front of the crowd .,3043501068_be58ac47e1.jpg
አንድ የቤዝቦል ተጫዋች ወደ ሁለተኛ ደረጃ በመንሸራተት ላይ ምልክት ተሰጥተዋቸዋል .,amh_Ethi,A baseball player is tagged out sliding into second base .,2736508369_fd9ff0b42f.jpg
Mbua ia xikatela ia mu lenga mu neve bhu kaxi ka mixi.,kmb_Latn,A black dog running in the snow by some trees .,445655284_c29e6d7323.jpg
አንዲት ህፃን ልጅ በፓርክ ውስጥ ስትጫወት .,amh_Ethi,A baby girl playing at a park .,1232148178_4f45cc3284.jpg
Avuvivivivi aɖe le zɔzɔm le ƒuta.,ewe_Latn,A black and white dog is walking on a beach .,2590207488_ddd89037ba.jpg
"Onye isi ala mbụ na-agba mmiri iji jide ntụpọ , ebe onye na-agba ọsọ na-emetụ ntọala mbụ na egwuregwu softball",ibo_Latn,"The first baseman diving to catch a throw , while the runner touches first base in a softball game",3484841598_e26ee96aab.jpg
Obìnrin kan tí wọ́n wọ ṣẹ́ẹ̀tì aláwọ̀ ewé dúró nígbà tí ọkọ̀ ń kọjá .,yor_Latn,A female in a green shirt standing while traffic passes .,1542033433_5453d4c466.jpg
Ngũkũ yĩ na ĩvia ĩlĩ mũtwe wayo.,kam_Latn,The dog has a blue ball in its mouth .,255266148_7ba7df1a88.jpg
Ngui njerũ na njerũ nĩ ĩrathiũrũrũka ĩgĩtherera mũtararĩko.,kik_Latn,A brown and black dog is jumping through a sprinkler .,3725353555_75c346d7ec.jpg
Ƙaramin yaro a kan ƙanƙara mai cike da tsira ya hau kan tudun ƙanƙara yayin da rana take faɗuwa .,hau_Latn,Little boy on a green sled goes over a hill of snow as the sun sets .,3401548798_3a93f2caa5.jpg
'n Ou in rooi spring .,afr_Latn,A guy in red jumping .,2917843040_7c9caaaa8a.jpg
Gĩkundi kĩa andũ kĩnyiitaga mũbira wa Frisbee na moko mao.,kik_Latn,A group of people hold a Frisbee with their fingers .,3587596696_9c5964c94d.jpg
Mũrĩmbi wa mbura ya igũrũ arĩ gĩthima-inĩ kĩa maaĩ.,kik_Latn,A skateboarder in an empty pool .,3675825945_96b2916959.jpg
Imbwa ilalolesha insimba mu menshi.,bem_Latn,A dog looking at a swan in the water .,3259883609_6a1b46919e.jpg
Mũndũ mũka ũmwe nĩwavĩtũkie lelũnĩ wĩ na andũ aingĩ.,kam_Latn,A lady crosses a busy road on the crosswalk .,380590140_25b9889772.jpg
ሰው መንገድ ላይ በብስክሌት እየሄደ ነው .,amh_Ethi,A man is cycling on the road .,1928319708_ccf1f4ee72.jpg
Ananu a mu kuenda mu kikoka kia neve.,kmb_Latn,Five children sledding down a snow-covered street .,3164415865_612f9fd8bc.jpg
Ngulu yinatambukila muya numba yivangile Frisbee.,cjk_Latn,A dog jumps in midair to catch a Frisbee .,3236677456_75821e3583.jpg
Anjinguluze vavali veji kuzachisanga namitambo yimwe yakashika.,cjk_Latn,Two dogs playing with the same red toy .,3424934891_69f18da66e.jpg
Mwana-bakala mosi ke nata nkweso ya fioti na nzila mosi ya kele ti banzila ya fioti.,kon_Latn,A boy runs with a very small football down a paved walkway .,504904434_889f426c6e.jpg
ውሃ ላይ የቆመ ውሻ .,amh_Ethi,A dog standing in the water .,2196846255_2c1635359a.jpg
Wani yaro yana tsaye a kan tekun .,hau_Latn,A young boy doing a handstand on the beach .,2417341107_97dbab9c5e.jpg
"Katĩ kau nĩ ka langi mũkwatu, na nĩ kaanyw'a.",kam_Latn,"A brown , wet dog shaking off the water .",3111402233_6285bcba7a.jpg
ሴቶች መንገድ ላይ ሲራመዱ .,amh_Ethi,Women walking down the street .,244910177_7c4ec3f65b.jpg
Andũ erĩ maroragĩra mũteng'eri wa njĩra.,kik_Latn,two people look at a street vendor .,33108590_d685bfe51c.jpg
Kuje ɗiɗi ɗe ɓooyɗe ɗon njogii bee maɓɓe haa caka leggal.,fuv_Latn,Two brown dogs cavort together near a tree .,2040941056_7f5fd50794.jpg
Mwana mosi ya fyoti na kati ya baignoire kefwa masa,kon_Latn,A young child in a bathtub spitting water,836828001_af98d16256.jpg
Nwa okorobịa nwere ire ya rapaara na-arịgo n'elu ikpo okwu osisi .,ibo_Latn,A young boy with his tongue stuck out is climbing onto a wooden platform .,1286408831_05282582ed.jpg
Eĩtu elĩ maendete ngalĩnĩ ya mwaki.,kam_Latn,Two girls riding an ATV .,492341908_1ef53be265.jpg
Gorko ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,A man is setting up a camera on a tripod while a woman stands in the background .,3259222690_69737f2a6e.jpg
Ciana ithatũ ciakĩhũthagĩra tũcũmbĩrĩ tũrĩa tũtarĩ na ũhoti.,kik_Latn,Three children playing with sparklers .,2550011909_6b95f11330.jpg
Ŋutsu aɖe tsɔ eƒe gasɔ le ʋɔtruti aɖe dzi,ewe_Latn,Man carries bike over obstacle,2963672852_c28043bb2c.jpg
በሰዎች ተከብቦ መሬት ላይ የሚገኝ ትኩስ አየር ባሉን .,amh_Ethi,A hot air balloon just off the ground surrounded by people .,2369452202_8b0e8e25ca.jpg
Mũndũ ũmwe wĩ na kĩsululu ekĩte kũsemba mũvĩanĩ.,kam_Latn,One biker wearing a helmet is jumping over an obstacle .,3561639055_5ac66ae92f.jpg
Ðevi etɔ̃awo le gakɔ me.,ewe_Latn,The three children are in a cage .,452419961_6d42ab7000.jpg
Mwasi moko bolumbu afukami likoló ya mabanga ya ebale moko ya mozindo te.,lin_Latn,A naked woman kneels on the rocks of a shallow stream .,242559369_9ae90ed0b4.jpg
Ụmụ agbọghọ abụọ na-anọdụ ala n'ihu windo ogologo ala na echiche .,ibo_Latn,Two girls sit on the floor in front of floor length windows with a view .,3533922605_a2b1e276f6.jpg
Umugabo ahagaze hafi y'igishushanyo kiri ku musozi.,kin_Latn,A man stands near a statue on a mountaintop .,2434074318_e35a567220.jpg
'N Meisie in 'n blou baadjie met 'n pienk bottel voor 'n skare ander kinders.,afr_Latn,A girl in a blue jacket holding a pink bottle in the front of a crowd of other kids .,2199083344_3aa77f4879.jpg
ትንሽ ውሻ ቀይ ኳስ ለመያዝ ይሞክራል .,amh_Ethi,A small dog tries to catch a red ball .,661755629_602ea4cf09.jpg
Itsinda ry'abana b'abahungu ryafotowe mu buryo bw'amashusho,kin_Latn,A group of boys pose for a picture .,2211593099_4a4f1c85d2.jpg
'N Man op 'n grondfiets is bedek met modder .,afr_Latn,A man on a dirt bike is covered in mud .,3269895626_7b253c82ed.jpg
"O athu a mu jokala o felude ia azul ni laranja, a mu di bhabha.",kmb_Latn,Football players in blue and orange uniforms are huddled together and hugging each other .,2844963839_ff09cdb81f.jpg
Mũndũũme ũmwe aũngamĩtye ĩvyũ yake mokonĩ e na mũndũ ũngĩ.,kam_Latn,A man balances a knife on his arm as another man watches .,3726700898_c50494b8bd.jpg
Bakala ti nkento mosi ke seka sambu na kamera.,kon_Latn,A man and a woman smiling for the camera .,1616016569_673de1d678.jpg
Ɓiɗɗo mo o ɗon pelle e pelle nder suudu nyaamdu.,fuv_Latn,A boy playing with toys in a bedroom .,2171154778_8189169336.jpg
Lugoowo football ɗon jippa haa dow ngam hawtaade ballol.,fuv_Latn,The football player jumps into the air to catch a football .,2939464283_fc1a834976.jpg
አንዲት ሮዝ ጃኬት የለበሰች ሴት በደረጃ ላይ ተቀምጣ ግራጫ ባርኔጣ የለበሰ አንድ ሰው ከኋላዋ ጥቂት ደረጃዎች ተቀምጠው ነበር .,amh_Ethi,a woman wearing a pink jacket sitting on a staircase with a man wearing a grey hat sitting a few steps behind .,2540884723_03d60ef548.jpg
"Umukashana uufwele ifya kufwala fya ballet fya cipepala ca butterfly, alelonganika ulushi lwa ku kulyo mupepi no cilubi ca mu mushili",bem_Latn,"The tiny girl dressed in a butterfly ballet costume , waves her wand near a nutcracker statue .",2097489021_ca1b9f5c3b.jpg
O dikalu dia ndumba dia mu kuenda mu menha anga uia ku mulundu.,kmb_Latn,A brown dog wades through water and walks toward a rock .,3339263085_6db9fd0981.jpg
Ọ̀dọ́mọbìnrin kan tó wọ aṣọ àti bàtà ń ṣàn nínú koríko .,yor_Latn,A young girl wearing a dress and sandals runs in the grass .,3569329986_1f468729b2.jpg
omukazi omuzannyi wa tennis ali mu layini okutwala omupiira ne racquet ye .,lug_Latn,a female tennis player is lining up to take a swing with her racquet .,3388836914_c267cf3a59.jpg
Umugore yamanutse ku musozi w'urubura,kin_Latn,A woman skiing down a snowy hill .,3443030942_f409586258.jpg
"Abana batatu abaice baleya mu mpanga, balepoosa fimo ku kamera.",bem_Latn,"Three young children play in the hay , throwing some at the camera .",1606988704_fe330878a3.jpg
Katĩ ka mbwa yĩ na langi mũkwatu nĩkasindeaa ĩia ĩte na mbua.,kam_Latn,A brown dog leaps through the snow in a field .,3212456649_40a3052682.jpg
ሰማያዊ ልብስ የለበሱ ሁለት ሰዎች ከኋላ በኩል ተራሮችን ይዘው ከሐይቅ ፊት ለፊት በሚገኝ የእግረኛ መንገድ ላይ እየተንሸራሸሩ ነው ።,amh_Ethi,Two people wearing blue are jogging on a sidewalk in front of a lake with mountains in the backround .,542269487_5d77b363eb.jpg
Yimɓe ɗuuɗɓe ɗon ndaara worɓe ɗiɗo ɗon njogii nder laawol ɗon ɗon ɗon heewi yimɓe.,fuv_Latn,Many people are watching two men performing in a busy street .,3259992638_0612a40288.jpg
Mwanakaji umwe eji kutwamanga mwana uze ali nakuzata tulo kumusana.,cjk_Latn,A woman carries a sleeping baby on her back .,3220200084_3ea129336e.jpg
"Wulu min be ni furaburu ye, ale be cɛɛ dɔ kunna",dyu_Latn,A dog with a Frisbee jumps over a man,2450486758_a66fd296ea.jpg
"Kabalu ka xikatela ni mbânji ia zele, ua mu lenga mu musanza ua kalunga.",kmb_Latn,A black horse with a white nose is running in some sand with a fence around it .,3221815947_76c95b50b7.jpg
O ye wulu finman ye min be jii la.,dyu_Latn,This is a black dog splashing in the water .,1022975728_75515238d8.jpg
Goɗɗo mo mo wi'i mo e yi'i ko o yi'i.,fuv_Latn,A gentleman smiling and showing his reflective sunglasses .,2715155329_1ed1756000.jpg
Goɗɗo ɗon ɗaɓɓita ko o nyaama.,fuv_Latn,A man looking at produce .,2861932486_52befd8592.jpg
Otu nwoke jidere njedebe nke otu set nke bagpipes mgbe nwoke ọzọ na-egwu egwu .,ibo_Latn,A man grabs the end of a set of bagpipes while another man plays .,2196316998_3b2d63f01f.jpg
Umwana abyina kandi ahisha munsi y'ikibuga,kin_Latn,Child playing and hiding underneath hay .,500678178_26ce0f4417.jpg
Mbua jiiadi ja zele ja mu kaia ku bola ia kusuka,kmb_Latn,Two small white dogs chasing a red ball,381514859_b40418d9c3.jpg
Nkento mosi ke vanda na veranda na kibansala ntangu mwana-nkento mosi ke vanda na ntoto pene-pene na yandi.,kon_Latn,A lady sits on a porch swing in the yard while a girl sits on the ground by her .,3339558806_b4afdc8394.jpg
Raan cï rɔt ke ye kɔc cath në wïïr ke ye kɔc cath në wïïr.,dik_Latn,A cross-country skier going through the woods .,938162709_21443d352f.jpg
Nwa nwoke na-acha akwụkwọ ndụ akwụkwọ ndụ plastic swing .,ibo_Latn,A boy on a green plastic swing .,1473618073_7db56a5237.jpg
Mũndũũme ũmwe nũsola mavisa ma kĩthyomo kya China.,kam_Latn,a man paints chinese characters .,3209966887_5b744bd050.jpg
Umuntu umo alapupuka pa ncinga ya kutendeka.,bem_Latn,A person is flipping on a trick bike .,3531811969_49af4c22f0.jpg
Abantu batatu bicaye hafi y'inkongi y'umuriro,kin_Latn,three people sit around a campfire .,3138746531_f6b816c126.jpg
Iemand wat op 'n sypaadjie draf .,afr_Latn,A person jogging on a sidewalk .,3208188198_2b271d2a2e.jpg
Kamwana kau nĩkatindĩaa kũkũna kĩwanza kya nyeki.,kam_Latn,The boy does a flip over a grassy yard .,2367816288_7c2d11d3c5.jpg
Vatu vatatu vakuvwimbimbi vyakulya vamine kumeso a zuvo yamutenga.,cjk_Latn,Three people in coats stand in front of a blue building .,3395173129_f0ac0a1ed4.jpg
ጢም ያለው፣ ጥቁር ልብስ የለበሰ ሰው እያጨሰ ነው !,amh_Ethi,"A man with a beard , dressed in black , is smoking .",2294688426_96c8614f1d.jpg
Aqjun d aberkan yettwaṭṭef yiwet n tɣawsa tazegzazt d tazegzazt deg imi-s.,kab_Latn,A black and white dog is catching a red and green object in his mouth .,2303016989_0deb96c8d9.jpg
'N Jong vrou wat op 'n rand sit met 'n swart beursie en na haar vingernaels kyk.,afr_Latn,A young woman sitting on a ledge with a black purse looking at her finger nails .,2712787899_d85048eb6a.jpg
Ajá aláwọ̀ funfun kan máa ń gba ìtọ́jú lẹ́nu rẹ̀ .,yor_Latn,A white dog catching a treat in his mouth .,2728486640_cc2a31d2b0.jpg
Mutu uze eji kwambulula ha chinyingi,cjk_Latn,A person swinging on a swing,2192131110_8a40e7c028.jpg
Dogol ɓaleejo ɗon darii haa maare fotde fotde e nder leɗɗe.,fuv_Latn,A black dog stands a few feet away from a white soccer ball on grass .,2320125735_27fe729948.jpg
Mwana-bakala mosi vandaka kukulumuka na kisika mosi ya bo vandaka kukusa masa na masa mpi kukotaka na piscine mosi ya kele ti bamasini ya kitoko.,kon_Latn,A boy sliding down a slide into a pool with colorful tubes .,1077546505_a4f6c4daa9.jpg
Mwana-bakala mosi ke luta na zulu ya nti mosi ya nsinga na kielo mosi ya bansaka.,kon_Latn,A boy walks across a rope structure on a playground .,2308256827_3c0a7d514d.jpg
Wulu finman ni finman min be lɔgɔ dɔ ɲimi,dyu_Latn,A black and brown dog chewing on a stick,300539993_eede2d6695.jpg
O diiala dia mu jokala o beisebol ua mu tonoka ni ku kuata bola ia mu xika ku neti.,kmb_Latn,A basketball player is jumping and holding a basketball over the net .,3218481970_1fa627b3da.jpg
Wata mata tana riƙe da jariri a cikin tagan jirgin ƙasa,hau_Latn,a woman holding a young baby inside the window of a train,3329858093_0ec73f2190.jpg
Sin iqjan imeẓyanen i d-yettneddun deg waman.,kab_Latn,Two brown dogs running through water .,1130401779_8c30182e3e.jpg
Matasa biyu suna tsaye a ƙafa guda da hannuwansu sun miƙa a kan titi .,hau_Latn,Two young men are both standing on one leg with their arms stretched out on the street .,2884420269_225d27f242.jpg
Umulwani uwafwele umusalululo ne cinkunka ca cowboy alelundulula amaboko yakwe pa kati ka bantu.,bem_Latn,A clown in a colorful shirt and cowboy hat is raising his arms in a crowd of people .,3591457224_88281dd04f.jpg
Ŋutsu aɖe kple ŋutsuvi aɖe le yameʋudzɔ aɖe tum ɖekae.,ewe_Latn,A man and boy are flying a kite together .,2472720629_d9a6736356.jpg
